"Activity" "Subject" "tBdAc_mean_X" "tBdAc_mean_Y" "tBdAc_mean_Z" "tBdAc_std_X" "tBdAc_std_Y" "tBdAc_std_Z" "tGrAc_mean_X" "tGrAc_mean_Y" "tGrAc_mean_Z" "tGrAc_std_X" "tGrAc_std_Y" "tGrAc_std_Z" "tBdAcJk_mean_X" "tBdAcJk_mean_Y" "tBdAcJk_mean_Z" "tBdAcJk_std_X" "tBdAcJk_std_Y" "tBdAcJk_std_Z" "tBdGy_mean_X" "tBdGy_mean_Y" "tBdGy_mean_Z" "tBdGy_std_X" "tBdGy_std_Y" "tBdGy_std_Z" "tBdGyJk_mean_X" "tBdGyJk_mean_Y" "tBdGyJk_mean_Z" "tBdGyJk_std_X" "tBdGyJk_std_Y" "tBdGyJk_std_Z" "tBdAcM_mean" "tBdAcM_std" "tGrAcM_mean" "tGrAcM_std" "tBdAcJkM_mean" "tBdAcJkM_std" "tBdGyM_mean" "tBdGyM_std" "tBdGyJkM_mean" "tBdGyJkM_std" "fBdAc_mean_X" "fBdAc_mean_Y" "fBdAc_mean_Z" "fBdAc_std_X" "fBdAc_std_Y" "fBdAc_std_Z" "fBdAcJk_mean_X" "fBdAcJk_mean_Y" "fBdAcJk_mean_Z" "fBdAcJk_std_X" "fBdAcJk_std_Y" "fBdAcJk_std_Z" "fBdGy_mean_X" "fBdGy_mean_Y" "fBdGy_mean_Z" "fBdGy_std_X" "fBdGy_std_Y" "fBdGy_std_Z" "fBdAcM_mean" "fBdAcM_std" "fBdAcJkM_mean" "fBdAcJkM_std" "fBdGyM_mean" "fBdGyM_std" "fBdGyJkM_mean" "fBdGyJkM_std"
"lying" 27 0.27410249 -0.01798676 -0.10769973 -0.97845515 -0.98373604 -0.986637 -0.5304346 0.56787949 0.84539238 -0.97118386 -0.99370174 -0.98905631 0.07662686 0.01264911 -0.00068555 -0.9864719 -0.98515946 -0.98968515 -0.01954273 -0.09578396 0.11873836 -0.98883721 -0.98428748 -0.978375 -0.1011477 -0.03621862 -0.06427978 -0.99350372 -0.99302588 -0.99329672 -0.98209165 -0.97892018 -0.98209165 -0.97892018 -0.98837277 -0.98858677 -0.96691759 -0.97191573 -0.99435504 -0.99348431 -0.98063185 -0.98291595 -0.98735659 -0.9776157 -0.98426909 -0.98658239 -0.98667957 -0.98525728 -0.98803313 -0.98747747 -0.98611601 -0.98990117 -0.98702854 -0.98679584 -0.97920202 -0.98938233 -0.98305232 -0.98009644 -0.98138902 -0.98029634 -0.9880989 -0.98817486 -0.97989067 -0.97180624 -0.99356378 -0.9935523
"lying" 28 0.27591348 -0.01675379 -0.10834485 -0.9688883 -0.94538678 -0.95645034 -0.49033454 0.14407327 0.015757 -0.97059909 -0.96975903 -0.97912467 0.07807706 0.00593992 0.00600972 -0.98016472 -0.97867954 -0.97307166 -0.01736771 -0.09744873 0.09357912 -0.95516228 -0.96005746 -0.96237491 -0.10451163 -0.035601 -0.05345019 -0.96080295 -0.98039978 -0.98141892 -0.95811223 -0.95457403 -0.95811223 -0.95457403 -0.97845534 -0.97331265 -0.93710692 -0.92894091 -0.97822027 -0.96977328 -0.97393087 -0.95843637 -0.96111567 -0.96732486 -0.94200398 -0.9567709 -0.98001342 -0.97809483 -0.97025157 -0.9822059 -0.98111747 -0.97453084 -0.94680423 -0.96582446 -0.96116484 -0.95809211 -0.95755299 -0.96631202 -0.96103559 -0.95756402 -0.97343625 -0.97233613 -0.94421837 -0.931675 -0.97183058 -0.96931982
"lying" 29 0.2872952 -0.01719655 -0.10946207 -0.98421956 -0.99024095 -0.98725515 -0.34678984 0.80753537 0.59045222 -0.97293989 -0.99424765 -0.98577818 0.07188612 0.01169121 0.00241543 -0.99200599 -0.98951357 -0.99328831 -0.0258281 -0.07618144 0.12741197 -0.99427659 -0.99275096 -0.97499462 -0.09953399 -0.03867683 -0.06744697 -0.99654254 -0.99708158 -0.99538079 -0.9864932 -0.98157215 -0.9864932 -0.98157215 -0.99272537 -0.99464692 -0.97192362 -0.97704009 -0.99732253 -0.99766607 -0.986627 -0.9890343 -0.98947393 -0.98343231 -0.9906804 -0.98637878 -0.99215398 -0.98939882 -0.99201845 -0.99254348 -0.99046808 -0.99310776 -0.99312261 -0.99369634 -0.97618432 -0.99465219 -0.99224079 -0.97685896 -0.98680065 -0.98159978 -0.99399828 -0.99436667 -0.98400134 -0.97667905 -0.99761739 -0.99758523
"lying" 30 0.2810339 -0.01944941 -0.10365815 -0.97636252 -0.95420182 -0.96704424 -0.34473776 0.73266125 0.68145921 -0.97956394 -0.98893071 -0.98327452 0.07521967 0.01076802 -0.00037419 -0.97746378 -0.97104978 -0.9795179 -0.02678122 -0.07614764 0.09384722 -0.97366282 -0.96604167 -0.96888916 -0.10227736 -0.03848759 -0.05957368 -0.98377583 -0.98035706 -0.98076887 -0.96982998 -0.96016791 -0.96982998 -0.96016791 -0.97923282 -0.96964229 -0.96228492 -0.95126444 -0.98508641 -0.97617714 -0.97479 -0.95997427 -0.97032199 -0.97704526 -0.9535584 -0.9671882 -0.9768879 -0.97169628 -0.97563242 -0.98035075 -0.9724342 -0.98228155 -0.97178905 -0.96817033 -0.96757736 -0.9744884 -0.96513415 -0.97219924 -0.96284082 -0.96405181 -0.96994927 -0.96808778 -0.9620012 -0.95264445 -0.97782134 -0.97548155
"sitting" 1 0.26123757 -0.00130829 -0.10454418 -0.97722901 -0.92261864 -0.93958629 0.83150993 0.20441159 0.3320437 -0.96845715 -0.93551706 -0.94904093 0.07748252 -0.0006191 -0.00336779 -0.98643071 -0.98137197 -0.9879108 -0.04535006 -0.09192415 0.06293138 -0.97721128 -0.9664739 -0.94142592 -0.09367938 -0.04021181 -0.04670263 -0.99173159 -0.98951807 -0.98793581 -0.94853679 -0.92707842 -0.94853679 -0.92707842 -0.9873642 -0.98412002 -0.93089249 -0.93453184 -0.99197634 -0.98830873 -0.97964124 -0.94408455 -0.95918489 -0.97641231 -0.91727501 -0.93446956 -0.98659702 -0.98157947 -0.98605309 -0.98749299 -0.98251391 -0.98833918 -0.97616146 -0.97583859 -0.95131554 -0.97790423 -0.96234504 -0.94391784 -0.94778292 -0.9284448 -0.98526213 -0.98160618 -0.95843559 -0.93219837 -0.98979755 -0.98704962
"sitting" 2 0.27708735 -0.01568799 -0.10921827 -0.98682228 -0.9507045 -0.95982817 0.94047727 -0.10563002 0.19872677 -0.97998876 -0.95675027 -0.95441587 0.07225644 0.01169545 0.00760547 -0.98805585 -0.97798396 -0.98751821 -0.04547066 -0.05992868 0.04122775 -0.98574203 -0.97891953 -0.95980371 -0.09363284 -0.0415602 -0.0435851 -0.98970902 -0.99088961 -0.98554233 -0.96789362 -0.95308144 -0.96789362 -0.95308144 -0.98677471 -0.98447587 -0.94603509 -0.96131362 -0.99108149 -0.98959492 -0.98580384 -0.9573435 -0.97016217 -0.98736209 -0.95007375 -0.95686286 -0.98784879 -0.9771397 -0.98512905 -0.98945911 -0.98080423 -0.9885708 -0.98262139 -0.98210092 -0.95981482 -0.9868085 -0.97735619 -0.96352266 -0.96127375 -0.9555756 -0.9838747 -0.98412419 -0.9718406 -0.96138575 -0.98986195 -0.98963291
"sitting" 3 0.2571976 -0.003503 -0.09835792 -0.97101012 -0.85661781 -0.87511018 0.90109898 0.12730338 0.13902058 -0.95732446 -0.90392301 -0.89773632 0.07260984 0.00272529 -0.00423348 -0.97446739 -0.95363139 -0.97466157 -0.03853652 -0.075241 0.0940114 -0.96543477 -0.94485457 -0.92641371 -0.10360589 -0.03609099 -0.059008 -0.97254691 -0.97863591 -0.97375167 -0.89538335 -0.8703017 -0.89538335 -0.8703017 -0.96908075 -0.96655008 -0.91935437 -0.9255181 -0.97799805 -0.97677268 -0.97015444 -0.89190775 -0.91798793 -0.97160588 -0.84965566 -0.86432246 -0.97495036 -0.95417015 -0.97084567 -0.97628353 -0.95646176 -0.97715957 -0.95755064 -0.95617355 -0.93496796 -0.96801306 -0.93960999 -0.93063315 -0.90418573 -0.87462659 -0.96588889 -0.96656885 -0.94666494 -0.92544963 -0.97789811 -0.9766898
"sitting" 4 0.27153828 -0.00716307 -0.1058746 -0.98030993 -0.89022398 -0.93220301 0.86930301 0.21162254 0.11012048 -0.98140529 -0.9327271 -0.95094925 0.07845002 -0.01085822 -0.01215 -0.9767422 -0.94459611 -0.97903877 -0.04944351 -0.08943006 0.10115033 -0.97013179 -0.95846812 -0.92797223 -0.09694948 -0.04184839 -0.04899644 -0.96989973 -0.98444136 -0.96880483 -0.93569482 -0.91440784 -0.93569482 -0.91440784 -0.97013228 -0.96254911 -0.92606331 -0.92889829 -0.98049046 -0.97580669 -0.9774625 -0.90578293 -0.95178374 -0.98190819 -0.88946735 -0.92699932 -0.97684571 -0.94429839 -0.97515491 -0.97877691 -0.94929316 -0.98169945 -0.96058964 -0.96758365 -0.93377689 -0.97333311 -0.95412042 -0.93286835 -0.9290021 -0.91981571 -0.96250073 -0.96158452 -0.94876975 -0.92885055 -0.97654776 -0.97626175
"sitting" 5 0.27369414 -0.00990084 -0.1085403 -0.98094502 -0.90433512 -0.92609474 0.88073144 0.16844552 0.14300686 -0.98313754 -0.93994298 -0.945009 0.07495774 -0.00278773 0.0033861 -0.97520485 -0.95278626 -0.97343653 -0.04223552 -0.08354841 0.08239345 -0.96622548 -0.95006407 -0.94063794 -0.08897477 -0.0454703 -0.04877147 -0.96603701 -0.97543391 -0.96487851 -0.93797832 -0.92093903 -0.93797832 -0.92093903 -0.96932016 -0.96575773 -0.93430165 -0.93141481 -0.97384829 -0.97039261 -0.97745081 -0.92143474 -0.94606422 -0.98259084 -0.90229153 -0.92184351 -0.97602495 -0.95423749 -0.96950133 -0.97653055 -0.95446444 -0.97602233 -0.95711725 -0.95546036 -0.93800343 -0.96939037 -0.94757147 -0.94734648 -0.9362906 -0.92566929 -0.9644403 -0.96654532 -0.94476032 -0.93474687 -0.97159837 -0.9706754
"sitting" 6 0.27677849 -0.01459116 -0.11012773 -0.98016493 -0.92368213 -0.9257971 0.93369293 0.06826287 0.06952197 -0.98887237 -0.96087599 -0.95547583 0.07547216 2.56e-06 0.00623728 -0.96992948 -0.94514369 -0.95857295 -0.03724423 -0.08990833 0.0854346 -0.95736768 -0.94413004 -0.93968135 -0.09366935 -0.03339867 -0.04655043 -0.9437148 -0.96178073 -0.95878767 -0.94954353 -0.93157266 -0.94954353 -0.93157266 -0.9627335 -0.94818183 -0.93270381 -0.92125947 -0.96292923 -0.95015057 -0.97535145 -0.92826437 -0.93579812 -0.98245128 -0.92567696 -0.92576848 -0.97103748 -0.94707082 -0.95419979 -0.97148877 -0.94688004 -0.96163656 -0.9396714 -0.94385739 -0.9347649 -0.96340705 -0.94490147 -0.9473268 -0.93575039 -0.9395472 -0.94834865 -0.9473047 -0.92972568 -0.92954914 -0.95203457 -0.95119669
"sitting" 7 0.28467464 -0.01461098 -0.1224646 -0.97266837 -0.9094547 -0.85653294 0.96914782 0.00608847 0.06496363 -0.95708243 -0.94543626 -0.86860254 0.06685198 0.01168634 0.01620041 -0.9821581 -0.96945868 -0.97225647 -0.04963797 -0.03361196 0.02594767 -0.94187095 -0.94412434 -0.93702121 -0.09381556 -0.03964449 -0.04545663 -0.97436905 -0.98102468 -0.98095467 -0.91843211 -0.88195762 -0.91843211 -0.88195762 -0.97655968 -0.97024327 -0.89787054 -0.89806331 -0.98166512 -0.97621443 -0.97269713 -0.93149063 -0.90467534 -0.97287997 -0.9046292 -0.84408305 -0.98203724 -0.96942361 -0.9685035 -0.98402634 -0.97181498 -0.97469919 -0.94363176 -0.95667806 -0.94741993 -0.94272642 -0.93824472 -0.93982602 -0.90895678 -0.88691564 -0.97095418 -0.96849487 -0.93308196 -0.89580498 -0.97863499 -0.97496594
"sitting" 8 0.26749147 -0.00672551 -0.10446105 -0.97902615 -0.927332 -0.93955303 0.83245388 0.24009512 0.26389519 -0.96675797 -0.9374623 -0.93547533 0.07867138 -0.00657516 -0.01068089 -0.98518875 -0.98078461 -0.98528581 -0.0547397 -0.09550892 0.07160488 -0.98452405 -0.9715007 -0.95962355 -0.09231503 -0.04026738 -0.04457322 -0.99326465 -0.98887628 -0.98524141 -0.9521397 -0.92994362 -0.9521397 -0.92994362 -0.98606151 -0.98066738 -0.93268224 -0.95300163 -0.99180743 -0.98675667 -0.98114291 -0.94421972 -0.95943628 -0.97825673 -0.92382997 -0.93388985 -0.98497727 -0.9802211 -0.98299531 -0.98691361 -0.98303878 -0.98618535 -0.98220031 -0.97658989 -0.96179868 -0.9853393 -0.96892443 -0.96263225 -0.94798178 -0.93172124 -0.98093229 -0.97932021 -0.96580679 -0.95325116 -0.9877306 -0.98614726
"sitting" 9 0.24832674 -0.02701678 -0.07537847 -0.95722779 -0.8751414 -0.83200187 0.91632451 -0.04142582 0.0852631 -0.95528041 -0.94645197 -0.88585411 0.07700501 0.0098174 -0.00867467 -0.96453586 -0.95677754 -0.96188944 -0.04232888 -0.04142712 0.08079193 -0.95902005 -0.91918823 -0.93017683 -0.09307081 -0.04666344 -0.05284149 -0.96453235 -0.97192745 -0.96873889 -0.89336172 -0.86375643 -0.89336172 -0.86375643 -0.96438376 -0.95178024 -0.90323554 -0.90660632 -0.97336414 -0.96636107 -0.95941359 -0.91168322 -0.89220134 -0.95690346 -0.86761361 -0.81800183 -0.96559624 -0.95800739 -0.95752698 -0.9666604 -0.95852299 -0.96494134 -0.95031524 -0.93969301 -0.94031231 -0.96183602 -0.91058336 -0.93418748 -0.8977182 -0.86917251 -0.95305044 -0.94939498 -0.93443774 -0.90647123 -0.96831559 -0.96599701
"sitting" 10 0.27061206 -0.01504268 -0.10425324 -0.98290183 -0.91797953 -0.96782698 0.7918872 -0.04126077 0.20253457 -0.97312835 -0.93569001 -0.96689852 0.07753725 0.00897875 -0.00499566 -0.98894641 -0.98075679 -0.9882558 -0.04324322 -0.06799936 0.07459589 -0.9888731 -0.9843733 -0.96044596 -0.0931555 -0.04112165 -0.04894119 -0.99232666 -0.99258449 -0.99025981 -0.9607572 -0.93966959 -0.9607572 -0.93966959 -0.98805424 -0.98520986 -0.94420204 -0.96306458 -0.99370749 -0.9916962 -0.98494314 -0.9404502 -0.97464465 -0.98224243 -0.91283806 -0.96612104 -0.98936501 -0.98096286 -0.98605677 -0.98955092 -0.98204559 -0.98911086 -0.98647736 -0.98617922 -0.96539547 -0.98971236 -0.98357965 -0.96241856 -0.95528101 -0.94151195 -0.9859008 -0.98326674 -0.97445973 -0.96245996 -0.99219153 -0.9914091
"sitting" 11 0.2765902 -0.01491956 -0.11284022 -0.98279656 -0.92140212 -0.96837018 0.8719638 0.21371631 0.1885317 -0.98806934 -0.94979257 -0.97166161 0.07617773 -0.00021384 0.00833401 -0.98033516 -0.96676664 -0.98344161 -0.03999849 -0.07552845 0.07617394 -0.98816491 -0.98224904 -0.95284431 -0.09484235 -0.0392813 -0.05053955 -0.99050152 -0.98855482 -0.98101604 -0.96197076 -0.94458183 -0.96197076 -0.94458183 -0.97935564 -0.97451173 -0.95188447 -0.95996449 -0.98951903 -0.98625666 -0.98148145 -0.93450318 -0.97285511 -0.98338981 -0.92004716 -0.96788439 -0.98083175 -0.96745462 -0.98112486 -0.98160794 -0.96842148 -0.98434961 -0.98510688 -0.98263664 -0.95445382 -0.98918951 -0.98213792 -0.95680277 -0.95306601 -0.94852199 -0.97531533 -0.97228913 -0.96979995 -0.96071124 -0.98725597 -0.98560723
"sitting" 12 0.27500722 -0.0157893 -0.10630723 -0.98256878 -0.92858124 -0.93966189 0.92622898 0.0830509 0.08856407 -0.98520364 -0.96364198 -0.95620863 0.07712777 0.01059905 -0.00204576 -0.9764942 -0.96404746 -0.97911347 -0.04241592 -0.07519804 0.07284622 -0.97442535 -0.96049713 -0.95155253 -0.09410235 -0.03874775 -0.05156341 -0.97732993 -0.97934783 -0.97713895 -0.95217662 -0.9475171 -0.95217662 -0.9475171 -0.97473449 -0.97274589 -0.94190724 -0.94676924 -0.98039234 -0.97826054 -0.97966614 -0.94276802 -0.95462663 -0.98399948 -0.92603398 -0.93591696 -0.97710989 -0.96423619 -0.97555156 -0.97798035 -0.96653892 -0.98140887 -0.96852899 -0.96372525 -0.95571818 -0.9763399 -0.9590407 -0.95476988 -0.95594425 -0.95064719 -0.97171527 -0.97295144 -0.95851187 -0.94846098 -0.97848445 -0.97925639
"sitting" 13 0.2743285 -0.00587733 -0.09724651 -0.98954628 -0.93896774 -0.93864122 0.92557651 0.10176975 0.07577739 -0.98137911 -0.95135306 -0.93097956 0.07528659 -0.00112344 -0.02323972 -0.99282726 -0.98426756 -0.98761209 -0.03551249 -0.09026874 0.0823432 -0.98584426 -0.97966846 -0.96689641 -0.09591985 -0.04103669 -0.04661216 -0.99137102 -0.99177335 -0.98986138 -0.95769056 -0.93793574 -0.95769056 -0.93793574 -0.98949784 -0.9888131 -0.95114264 -0.96394059 -0.9926043 -0.99141493 -0.99013548 -0.95967392 -0.95618306 -0.98941058 -0.9336665 -0.93418901 -0.99267821 -0.9839141 -0.9852612 -0.99368217 -0.98590812 -0.9886121 -0.9832182 -0.98245605 -0.96838442 -0.98671469 -0.97827071 -0.96945175 -0.95690156 -0.93852993 -0.98834854 -0.9883323 -0.97325828 -0.9642681 -0.99172374 -0.99121945
"sitting" 14 0.27999058 -0.00870565 -0.10040149 -0.97630225 -0.9149357 -0.92277484 0.93903876 -0.0364534 -0.09459705 -0.9762804 -0.95032266 -0.93841574 0.07418788 -0.00436186 -0.01057445 -0.98089066 -0.96782836 -0.97613338 -0.04404033 -0.07134783 0.09285236 -0.98082998 -0.96204819 -0.95290438 -0.09216146 -0.04345773 -0.05201216 -0.99028424 -0.98691132 -0.98281914 -0.94419794 -0.92549583 -0.94419794 -0.92549583 -0.97652101 -0.97334339 -0.94275637 -0.94708116 -0.98831761 -0.98696399 -0.97645661 -0.93264477 -0.94412608 -0.97630306 -0.91159121 -0.91767816 -0.98156665 -0.96895177 -0.97275197 -0.98192083 -0.96894367 -0.97818002 -0.97857712 -0.96980673 -0.95702086 -0.98157309 -0.9582274 -0.95602881 -0.94058985 -0.92919394 -0.97298534 -0.97295941 -0.96332054 -0.94651796 -0.98732424 -0.98706518
"sitting" 15 0.27290338 -0.01171885 -0.11366125 -0.98708436 -0.92240716 -0.94933803 0.89036426 0.21084931 0.00281566 -0.98262088 -0.94356141 -0.95297366 0.07847928 -0.00898438 -0.00237208 -0.98816233 -0.978127 -0.98701102 -0.03771111 -0.08034288 0.09519781 -0.98820412 -0.97532152 -0.9637658 -0.09536491 -0.03960688 -0.05241483 -0.99288904 -0.99031331 -0.9879372 -0.95866984 -0.93797791 -0.95866984 -0.93797791 -0.98610784 -0.98463902 -0.95733163 -0.96347507 -0.99218889 -0.98972005 -0.98661961 -0.93892643 -0.963227 -0.98738478 -0.9191627 -0.94570471 -0.9881061 -0.97815901 -0.98490842 -0.98931436 -0.97971305 -0.98769411 -0.98615258 -0.97920172 -0.96673152 -0.98888193 -0.97345609 -0.96622865 -0.949752 -0.94119594 -0.98468944 -0.98327625 -0.97376218 -0.96337823 -0.99018096 -0.98950394
"sitting" 16 0.28076857 -0.01024979 -0.0891404 -0.98682561 -0.95160787 -0.93967225 0.94245738 -0.08658825 0.08926822 -0.98015824 -0.96802321 -0.94581356 0.07343467 0.00985643 -0.01150306 -0.99086113 -0.98180097 -0.98348721 -0.0412014 -0.05745254 0.07957363 -0.98103737 -0.9583366 -0.96028783 -0.09572045 -0.04503693 -0.05883713 -0.98958328 -0.99062179 -0.98836432 -0.96187968 -0.94105124 -0.96187968 -0.94105124 -0.9874727 -0.98361533 -0.94641738 -0.9379424 -0.99244461 -0.98826125 -0.98704383 -0.96145669 -0.95955223 -0.98689242 -0.94982926 -0.93465215 -0.99096425 -0.98175217 -0.98117804 -0.99156787 -0.98323077 -0.98436247 -0.97863286 -0.966796 -0.96005826 -0.98205786 -0.95434375 -0.96427005 -0.95833548 -0.94258825 -0.98396864 -0.98219055 -0.95406099 -0.93886322 -0.98936314 -0.98750635
"sitting" 17 0.27735702 -0.01415627 -0.11362409 -0.99444391 -0.96185863 -0.9657292 0.94488375 -0.00281467 -0.13580388 -0.99019662 -0.96672011 -0.95661064 0.07507099 0.00560971 -0.00155448 -0.9943406 -0.988637 -0.99052926 -0.04254916 -0.06692459 0.08600538 -0.98963833 -0.98612868 -0.97970523 -0.0942477 -0.04111342 -0.05109032 -0.99525594 -0.99498188 -0.99384126 -0.97274735 -0.96506519 -0.97274735 -0.96506519 -0.99281472 -0.9914465 -0.96717774 -0.97541025 -0.9963348 -0.99444676 -0.99396938 -0.96992799 -0.9748416 -0.99465731 -0.95978914 -0.96292107 -0.99454262 -0.98832742 -0.98882807 -0.99461316 -0.98991581 -0.99081825 -0.98841107 -0.98879398 -0.9816171 -0.99004126 -0.9848131 -0.98096965 -0.97362676 -0.96539968 -0.99142725 -0.99031963 -0.98336929 -0.97471085 -0.99520456 -0.99362452
"sitting" 18 0.27727002 -0.01286913 -0.11190478 -0.99434799 -0.97492813 -0.97757272 0.90981647 0.12988648 0.16187742 -0.99404377 -0.98403548 -0.97834018 0.07662289 0.0069456 0.00278757 -0.99162466 -0.98400272 -0.99015312 -0.0333057 -0.06857963 0.08481405 -0.99195696 -0.98675334 -0.9815255 -0.09547232 -0.03971256 -0.05230304 -0.99417019 -0.99422416 -0.99281433 -0.98367415 -0.98159529 -0.98367415 -0.98159529 -0.98986957 -0.99115935 -0.97763499 -0.98137268 -0.99487344 -0.99486891 -0.99314492 -0.97653853 -0.98299644 -0.99490657 -0.97498007 -0.97572212 -0.99192471 -0.98364239 -0.98868967 -0.99203906 -0.98569474 -0.99014168 -0.9899615 -0.9887027 -0.98302739 -0.9925754 -0.98571009 -0.98279728 -0.98478147 -0.98222615 -0.99040708 -0.9910443 -0.98653524 -0.98125263 -0.99480819 -0.99496762
"sitting" 19 0.27383032 -0.01673926 -0.10870765 -0.97635766 -0.95038894 -0.95192962 0.58137151 0.36034353 0.48912659 -0.96935501 -0.96996981 -0.96039496 0.07537471 0.0137921 0.00173107 -0.98704329 -0.97926773 -0.98670474 -0.02141513 -0.05202079 0.09689807 -0.98462531 -0.95975831 -0.96559498 -0.10098613 -0.04251702 -0.05908017 -0.98846475 -0.98746592 -0.98531069 -0.96207407 -0.95175566 -0.96207407 -0.95175566 -0.98642398 -0.98420518 -0.94222904 -0.95049181 -0.98945032 -0.98583128 -0.97923803 -0.96076318 -0.96633509 -0.97520425 -0.94805307 -0.94751493 -0.98677559 -0.97914157 -0.98398048 -0.98857699 -0.98099986 -0.98815192 -0.98174366 -0.96818868 -0.96823578 -0.98557605 -0.95559861 -0.96786925 -0.96263258 -0.95280228 -0.98375165 -0.98368727 -0.96423877 -0.95048442 -0.98672742 -0.98541644
"sitting" 20 0.27804544 -0.01472293 -0.10836963 -0.98308186 -0.9361227 -0.9291064 0.92445452 0.07333854 0.15167914 -0.98582903 -0.96698353 -0.93585497 0.07465684 0.0059743 0.00160135 -0.98207823 -0.97089686 -0.97652249 -0.03640593 -0.06506893 0.06428821 -0.97630902 -0.96010451 -0.9457718 -0.09599708 -0.04072992 -0.04658351 -0.97741491 -0.9796841 -0.97974208 -0.95273804 -0.93776403 -0.95273804 -0.93776403 -0.97877458 -0.97253787 -0.93957444 -0.94106991 -0.98301028 -0.97507615 -0.98120306 -0.94519862 -0.94759746 -0.98397838 -0.9350317 -0.92494718 -0.9822436 -0.97115829 -0.97321146 -0.98356576 -0.97277658 -0.97845892 -0.96991328 -0.96464307 -0.95096336 -0.97843354 -0.9580157 -0.94917682 -0.94691345 -0.94215123 -0.97173046 -0.97259774 -0.95339907 -0.94372576 -0.97610835 -0.97522659
"sitting" 21 0.27753962 -0.01440097 -0.11205789 -0.99177729 -0.96687756 -0.95956786 0.94003137 0.02152067 -0.05677661 -0.9929364 -0.97935536 -0.96542649 0.07571098 0.01210201 -0.00017535 -0.98943939 -0.9790028 -0.98582362 -0.01987128 -0.06530775 0.0831326 -0.9884105 -0.97638049 -0.97697266 -0.10111478 -0.03914834 -0.05264099 -0.98947297 -0.98972266 -0.98795452 -0.974735 -0.97199425 -0.974735 -0.97199425 -0.98594723 -0.98652087 -0.96497111 -0.97122506 -0.99030735 -0.99030223 -0.99061023 -0.96806095 -0.97085934 -0.99237523 -0.96756129 -0.95641251 -0.98975919 -0.97918044 -0.98343432 -0.99002782 -0.98034717 -0.98684567 -0.98489356 -0.97983094 -0.97683973 -0.98955931 -0.97472322 -0.97913068 -0.97482923 -0.97444759 -0.98534236 -0.98699155 -0.9778397 -0.97202725 -0.99001427 -0.9910622
"sitting" 22 0.27358382 -0.01234684 -0.10582737 -0.97846682 -0.92805913 -0.91756485 0.83930593 0.20855388 0.31555149 -0.97200999 -0.95422502 -0.92795065 0.08076873 -0.00084272 -0.01268525 -0.98166415 -0.96478283 -0.97892836 -0.03604307 -0.07936174 0.08044268 -0.98109917 -0.95017348 -0.94650142 -0.09864932 -0.04234098 -0.0517194 -0.98567125 -0.98027562 -0.97954411 -0.94216735 -0.92433618 -0.94216735 -0.92433618 -0.97930371 -0.96857678 -0.94207743 -0.93326849 -0.98547603 -0.97650377 -0.97850537 -0.93954601 -0.94663531 -0.97862319 -0.92699525 -0.90934431 -0.98094451 -0.96312947 -0.97533072 -0.98429961 -0.96977606 -0.98127222 -0.97726673 -0.95916175 -0.94836705 -0.98237335 -0.94610794 -0.9510457 -0.94307824 -0.92679803 -0.9689083 -0.96702628 -0.95195277 -0.93356301 -0.97777545 -0.97631811
"sitting" 23 0.27335125 -0.0133945 -0.10380868 -0.98760764 -0.93493356 -0.90558439 0.93650924 0.12175106 0.06301116 -0.98453672 -0.96091743 -0.9239536 0.07700224 0.01013514 -0.00148823 -0.9845618 -0.97804584 -0.975979 -0.04725835 -0.06843256 0.06456732 -0.98036373 -0.94810953 -0.95971863 -0.09674222 -0.04346026 -0.04855611 -0.98708463 -0.98072745 -0.98813014 -0.94408077 -0.92496326 -0.94408077 -0.92496326 -0.9823755 -0.97366878 -0.93659343 -0.9370061 -0.98651407 -0.979227 -0.98632567 -0.95346041 -0.94203117 -0.98834526 -0.93078149 -0.89612526 -0.98455086 -0.97813622 -0.97265623 -0.98601963 -0.9795647 -0.97793645 -0.97714999 -0.95792029 -0.96542883 -0.98152324 -0.94373342 -0.96191405 -0.94583783 -0.92709012 -0.97412147 -0.97211702 -0.95229328 -0.93868078 -0.98070721 -0.97849904
"sitting" 24 0.27347569 -0.01312551 -0.10304106 -0.99059377 -0.95625596 -0.95705611 0.9196376 0.18225465 0.10955962 -0.98966015 -0.97169254 -0.9634068 0.07633185 0.00476703 -0.001133 -0.98856438 -0.97957368 -0.98466295 -0.03562296 -0.07501327 0.08004402 -0.98811165 -0.97795401 -0.97127765 -0.09517827 -0.04061694 -0.05159666 -0.99144201 -0.98978081 -0.98985016 -0.96897916 -0.96377968 -0.96897916 -0.96377968 -0.98555582 -0.98541846 -0.96463325 -0.96925716 -0.99130642 -0.99072453 -0.98952951 -0.9627732 -0.96699178 -0.99110001 -0.95499801 -0.9544027 -0.9888574 -0.97922824 -0.9819713 -0.98928881 -0.98155013 -0.98600845 -0.98567652 -0.98120018 -0.97468689 -0.98889155 -0.97625243 -0.97285179 -0.96890503 -0.96585226 -0.98446996 -0.98561372 -0.97797372 -0.9691059 -0.99085475 -0.99093306
